review_id,hotel_id,user_id,rating,title,body,language,traveller_type,stay_date,room_type_id,helpful_votes,has_photo,sentiment_hint,created_at,updated_at
rvw_e5b7d7e0,htl_9591edb5,usr_8cb2d440,9,,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,backpacker,2025-12-20,,10,0,0.78,2025-12-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_38a135ea,htl_9591edb5,usr_f7077299,7,Noisy but central,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,backpacker,2025-04-23,rmt_fc4b3dd0,8,0,,2025-05-01T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_5ff270a2,htl_9591edb5,usr_160064ff,10,Noisy but central,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,business,2025-09-05,rmt_e0d53248,4,1,1,2025-09-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_5e8d37ad,htl_44f1ae8b,usr_861e9ecb,6,Better than expected,"Room was spotless and the air conditioning was silent, which mattered in March. The street noise starts around six and there is no getting around it. Slightly overpriced in season, good value outside it.",en-IN,couple,2026-03-01,,8,0,0.11,2026-03-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_663f0d98,htl_44f1ae8b,,9,Good location,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,friends,2026-07-28,rmt_1ab8e4b4,0,0,0.78,2026-08-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_f8dbb512,htl_44f1ae8b,usr_a0d77be3,3,Would return,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,solo,2025-12-21,rmt_4a96fc9e,9,0,-0.56,2026-01-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_d0ad4ff8,htl_44f1ae8b,usr_f52d271a,4,Noisy but central,"Getting a cab from here in the evening took longer than it should. Would stay again, but I would ask for a room at the back.",en-IN,couple,2026-06-16,rmt_0f48416c,3,1,,2026-06-20T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_d787d5cf,htl_44f1ae8b,usr_1886c078,7,Average,"ठिकाण उत्तम आहे, बाजार चालत जाण्याच्या अंतरावर.",mr,backpacker,2025-04-18,rmt_68283a6c,3,0,0.33,2025-04-28T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_10d4fd99,htl_44f1ae8b,usr_86b17c0e,8,Mixed,"സ്ഥലം മികച്ചതാണ്, ബീച്ചിലേക്ക് നടക്കാവുന്ന ദൂരം. വൈഫൈ ദുർബലമായിരുന്നു.",ml,family,2025-08-01,rmt_4a96fc9e,0,1,0.56,2025-08-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_3f5093ec,htl_44f1ae8b,usr_7c7b9fd7,5,Average,"Getting a cab from here in the evening took longer than it should. Would stay again, but I would ask for a room at the back.",en-IN,family,2025-04-10,rmt_4a96fc9e,0,1,-0.11,2025-04-21T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_fe9880fb,htl_44f1ae8b,usr_76043d79,8,Average,"Good value for what you get. We paid less than the chain hotel two streets away. Checked in at 6am off a delayed train and they let us in early without fuss. Fine for two nights, probably not for a week.",en-IN,solo,2026-05-03,rmt_4a96fc9e,8,0,0.56,2026-05-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_b23ad4ce,htl_44f1ae8b,usr_62c799b9,8,Noisy but central,"Good value for what you get. We paid less than the chain hotel two streets away. The location is the whole argument for this place — we walked to the railway station twice a day. Exactly what was advertised, no more and no less.",en-IN,senior,2025-10-20,,0,1,,2025-11-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_1964023e,htl_44f1ae8b,usr_3b2b4279,9,Great staff,"Checked in at 6am off a delayed train and they let us in early without fuss. Wi-fi held up well enough for a two-hour video call, which I did not expect. Would stay again, but I would ask for a room at the back.",en-IN,family,2025-12-13,rmt_4a96fc9e,0,0,0.78,2025-12-21T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_96b8dcb2,htl_44f1ae8b,usr_1b14f56c,5,,"Breakfast is repetitive if you stay more than three nights. Exactly what was advertised, no more and no less.",en-IN,backpacker,2026-07-25,rmt_4a96fc9e,0,0,-0.11,2026-08-02T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_40981215,htl_44f1ae8b,,6,Mixed,விலைக்கு ஏற்ற தங்குமிடம். மீண்டும் வருவேன்.,ta,solo,2026-01-19,,0,0,0.11,2026-01-24T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_af00912c,htl_44f1ae8b,usr_a6eaecde,8,Better than expected,"The internal atrium is genuinely lovely in the evening. Checked in at 6am off a delayed train and they let us in early without fuss. Slightly overpriced in season, good value outside it.",en-IN,solo,2026-07-16,rmt_68283a6c,1,1,0.56,2026-08-01T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_c16e046d,htl_44f1ae8b,usr_ae3758b7,7,Better than expected,"ठिकाण उत्तम आहे, बाजार चालत जाण्याच्या अंतरावर.",mr,business,2026-05-31,rmt_4a96fc9e,0,0,0.33,2026-06-12T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_7f91a4ca,htl_44f1ae8b,usr_101792ef,7,,"Checked in at 6am off a delayed train and they let us in early without fuss. Room was spotless and the air conditioning was silent, which mattered in May. Housekeeping was hit and miss — fine most days, skipped once. Would stay again, but I would ask for a room at the back.",en-IN,family,2025-10-25,rmt_4a96fc9e,2,0,0.33,2025-10-26T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_498f6543,htl_44f1ae8b,usr_53cbafa7,7,Would return,ঘর পরিষ্কার ছিল এবং কর্মীরা সাহায্য করেছেন। সকালের খাবার মোটামুটি।,bn,solo,2025-10-17,rmt_68283a6c,6,0,0.33,2025-10-25T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a757c1d6,htl_44f1ae8b,usr_656b5a35,6,Mixed,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,senior,2025-12-09,rmt_4a96fc9e,0,0,0.11,2025-12-24T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_0f31f523,htl_44f1ae8b,usr_9b3b547f,8,Better than expected,"Breakfast was better than it needed to be. The misal in particular. Wi-fi held up well enough for a two-hour video call, which I did not expect. Fine for two nights, probably not for a week.",en-IN,solo,2026-04-08,rmt_4a96fc9e,0,1,0.56,2026-04-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a9881815,htl_44f1ae8b,usr_753b19f4,9,,"The internal atrium is genuinely lovely in the evening. Slightly overpriced in season, good value outside it.",en-IN,senior,2025-12-03,,6,0,0.78,2025-12-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_c10892bb,htl_44f1ae8b,usr_842437da,7,Good location,खोली स्वच्छ होती आणि कर्मचारी मदतशील होते. नाश्ता बरा होता.,mr,couple,2025-06-16,rmt_1ab8e4b4,10,0,0.33,2025-06-25T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_754233a8,htl_44f1ae8b,usr_fd8f7b49,5,Mixed,"The photographs make the room look larger than it is. Would stay again, but I would ask for a room at the back.",en-IN,business,2026-01-24,rmt_68283a6c,4,0,-0.11,2026-02-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_b0c598d5,htl_44f1ae8b,usr_b678aa48,8,,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,family,2026-01-16,rmt_4a96fc9e,1,0,0.56,2026-02-03T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_1f441ca6,htl_44f1ae8b,usr_60fd8d80,8,Noisy but central,"Room was spotless and the air conditioning was silent, which mattered in January. Wi-fi held up well enough for a two-hour video call, which I did not expect. Exactly what was advertised, no more and no less.",en-IN,family,2025-06-08,rmt_1ab8e4b4,12,0,,2025-06-24T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_823ca143,htl_44f1ae8b,usr_a86957a3,6,Good location,ঘর পরিষ্কার ছিল এবং কর্মীরা সাহায্য করেছেন। সকালের খাবার মোটামুটি।,bn,family,2026-01-05,rmt_68283a6c,2,0,0.11,2026-01-12T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_b91bd012,htl_44f1ae8b,usr_3ee2992a,7,,ঘর পরিষ্কার ছিল এবং কর্মীরা সাহায্য করেছেন। সকালের খাবার মোটামুটি।,bn,family,2025-07-21,,9,0,0.33,2025-08-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a12af007,htl_01cc0635,usr_c659e4bf,6,Good location,"Staff remembered our names by the second morning, which is rare anywhere. Breakfast was better than it needed to be. The misal in particular. Breakfast is repetitive if you stay more than three nights. Fine for two nights, probably not for a week.",en-GB,couple,2025-12-07,rmt_5b79bb89,3,0,0.11,2025-12-13T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_42cab493,htl_01cc0635,usr_1668e2b5,10,Noisy but central,മുറി വൃത്തിയായിരുന്നു. ജീവനക്കാർ സഹായകരമായിരുന്നു. പ്രഭാതഭക്ഷണം ശരാശരി.,ml,business,2025-09-10,rmt_5b79bb89,0,0,1,2025-09-12T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_298b56fd,htl_01cc0635,usr_1e3c81bb,7,Mixed,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Housekeeping was hit and miss — fine most days, skipped once. Fine for two nights, probably not for a week.",en-GB,couple,2026-02-16,rmt_8fde2496,3,0,0.33,2026-03-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_0fee396a,htl_01cc0635,usr_3c3ae758,8,Mixed,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,senior,2025-11-29,rmt_5b79bb89,5,0,0.56,2025-12-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_dcb49edd,htl_01cc0635,,10,Better than expected,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,business,2026-02-01,,7,0,1,2026-02-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_cd409abb,htl_01cc0635,usr_98ca8444,8,Average,"Checked in at 6am off a delayed train and they let us in early without fuss. The location is the whole argument for this place — we walked to the museum quarter twice a day. Would stay again, but I would ask for a room at the back.",en-GB,solo,2025-10-31,,9,0,0.56,2025-11-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_cad26dd0,htl_01cc0635,usr_c222c53a,10,Noisy but central,விலைக்கு ஏற்ற தங்குமிடம். மீண்டும் வருவேன்.,ta,family,2025-12-23,rmt_db364ae9,6,0,1,2026-01-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_fd730468,htl_01cc0635,usr_a7881014,9,Good location,"The location is the whole argument for this place — we walked to the museum quarter twice a day. Staff remembered our names by the second morning, which is rare anywhere. Exactly what was advertised, no more and no less.",en-IN,couple,2025-09-03,rmt_db364ae9,0,0,0.78,2025-09-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_cfdded4c,htl_01cc0635,usr_e3e5ef8a,10,Would return,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,friends,2025-07-23,rmt_41137ff6,0,0,1,2025-08-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_3986e9c0,htl_01cc0635,usr_3b2b4279,4,Great staff,"Hot water was inconsistent on the upper floor. Would stay again, but I would ask for a room at the back.",en-IN,friends,2026-08-03,rmt_5b79bb89,0,1,-0.33,2026-08-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_2368274c,htl_01cc0635,usr_60cacdee,9,Better than expected,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,family,2025-05-16,rmt_db364ae9,3,0,0.78,2025-05-26T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4b161f37,htl_01cc0635,usr_546ab7b6,10,Mixed,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,couple,2026-01-16,rmt_41137ff6,0,0,,2026-02-03T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4756d180,htl_01cc0635,usr_65303113,9,,"The location is the whole argument for this place — we walked to the museum quarter twice a day. The kitchen garden is genuinely lovely in the evening. Fine for two nights, probably not for a week.",en-IN,business,2026-02-03,rmt_db364ae9,9,0,0.78,2026-02-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4ed791f8,htl_01cc0635,usr_9a5cd9cf,8,Would return,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,senior,2026-04-05,rmt_db364ae9,3,0,0.56,2026-04-17T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_eea14d23,htl_01cc0635,,8,Great staff,ঘর পরিষ্কার ছিল এবং কর্মীরা সাহায্য করেছেন। সকালের খাবার মোটামুটি।,bn,solo,2026-01-02,,7,0,0.56,2026-01-11T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_e3234bea,htl_01cc0635,usr_0f63f4f1,8,,"Good value for what you get. We paid less than the chain hotel two streets away. Would stay again, but I would ask for a room at the back.",en-IN,senior,2026-04-08,rmt_5b79bb89,0,0,0.56,2026-04-17T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_3eef5438,htl_01cc0635,usr_07f03d4c,9,Great staff,"Good value for what you get. We paid less than the chain hotel two streets away. Room was spotless and the air conditioning was silent, which mattered in January. Exactly what was advertised, no more and no less.",en-IN,family,2025-12-05,rmt_5b79bb89,0,0,0.78,2025-12-06T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_44cc37ab,htl_01cc0635,usr_e7080930,7,Would return,விலைக்கு ஏற்ற தங்குமிடம். மீண்டும் வருவேன்.,ta,family,2026-05-09,rmt_db364ae9,0,0,,2026-05-23T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_1a132e1d,htl_01cc0635,usr_50d203b2,5,,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,senior,2025-12-26,rmt_41137ff6,0,0,-0.11,2026-01-11T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_72f30fae,htl_01cc0635,usr_3d92578a,8,,"Staff remembered our names by the second morning, which is rare anywhere. Slightly overpriced in season, good value outside it.",en-IN,friends,2025-07-18,rmt_8fde2496,8,0,0.56,2025-08-05T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_9a813d3f,htl_01cc0635,usr_2136e1fa,9,Great staff,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,couple,2025-12-12,,16,0,0.78,2025-12-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_5cc52db5,htl_01cc0635,usr_e1cd7b02,8,Better than expected,"Breakfast was better than it needed to be. The idli in particular. Fine for two nights, probably not for a week.",en-IN,business,2025-05-26,rmt_db364ae9,10,0,0.56,2025-05-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_90b70cd2,htl_01cc0635,usr_b07d9d74,8,,"Room was spotless and the air conditioning was silent, which mattered in May. Staff remembered our names by the second morning, which is rare anywhere. Fine for two nights, probably not for a week.",en-IN,backpacker,2026-02-23,,10,0,0.56,2026-03-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_fa394044,htl_01cc0635,usr_e1fb52ea,9,,"గది శుభ్రంగా ఉంది, సిబ్బంది సహాయకరంగా ఉన్నారు. అల్పాహారం సాధారణం.",te,senior,2026-07-25,rmt_41137ff6,11,0,0.78,2026-07-31T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_539b9ba4,htl_01cc0635,usr_0c1ce238,7,Good location,"Good value for what you get. We paid less than the chain hotel two streets away. The lift was out for our whole stay and we were on the fourth floor. Would stay again, but I would ask for a room at the back.",en-IN,friends,2026-06-05,rmt_8fde2496,0,0,0.33,2026-06-13T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_0c6ea4b7,htl_14e0ebdc,usr_157e58e7,8,Better than expected,"గది శుభ్రంగా ఉంది, సిబ్బంది సహాయకరంగా ఉన్నారు. అల్పాహారం సాధారణం.",te,senior,2025-09-28,rmt_0de7aff3,3,0,0.56,2025-10-07T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_985481f1,htl_14e0ebdc,usr_d8cab59f,7,Average,"Staff remembered our names by the second morning, which is rare anywhere. Hot water was inconsistent on the upper floor. Would stay again, but I would ask for a room at the back.",en-IN,family,2026-05-02,rmt_67af9717,8,1,0.33,2026-05-15T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a1d89fda,htl_14e0ebdc,usr_8eb4e3e7,8,Great staff,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Slightly overpriced in season, good value outside it.",en-GB,backpacker,2026-04-05,rmt_bb74f599,3,0,0.56,2026-04-12T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_fab37fa7,htl_14e0ebdc,usr_50dd9495,6,,"The banyan tree is genuinely lovely in the evening. Staff remembered our names by the second morning, which is rare anywhere. The lift was out for our whole stay and we were on the fourth floor. Would stay again, but I would ask for a room at the back.",en-IN,business,2025-07-29,rmt_67af9717,0,0,0.11,2025-08-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4933e774,htl_14e0ebdc,usr_78a5fbfe,8,Good location,"The rooftop terrace is genuinely lovely in the evening. Fine for two nights, probably not for a week.",en-IN,backpacker,2026-03-10,rmt_c0463b3f,3,1,0.56,2026-03-20T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_01fbed27,htl_14e0ebdc,usr_8b7cab66,9,Would return,"Staff remembered our names by the second morning, which is rare anywhere. Room was spotless and the air conditioning was silent, which mattered in March. Would stay again, but I would ask for a room at the back.",en-IN,senior,2026-03-14,rmt_c0463b3f,9,0,,2026-03-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_28b8540d,htl_14e0ebdc,usr_e7722766,8,Mixed,"जगह बहुत अच्छी है, मुख्य बाज़ार पैदल दूरी पर। गरम पानी में थोड़ी दिक्कत रही।",hi,solo,2026-01-30,,0,1,0.56,2026-02-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_98ed5f19,htl_14e0ebdc,usr_0db0f175,8,Average,"Breakfast was better than it needed to be. The aloo paratha in particular. The rooftop terrace is genuinely lovely in the evening. Slightly overpriced in season, good value outside it.",en-IN,family,2026-05-18,,6,0,0.56,2026-05-23T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_eb3779a0,htl_14e0ebdc,usr_f9f499ba,5,,"Housekeeping was hit and miss — fine most days, skipped once. Worth it for the location alone.",en-IN,solo,2026-02-05,rmt_67af9717,3,1,,2026-02-21T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_74e731b6,htl_14e0ebdc,usr_6e3b5c10,9,Mixed,"Breakfast was better than it needed to be. The dhokla in particular. Fine for two nights, probably not for a week.",en-IN,couple,2025-12-23,rmt_67af9717,0,0,0.78,2026-01-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_7bdd741f,htl_14e0ebdc,usr_8479a3e5,10,Good location,"Good value for what you get. We paid less than the chain hotel two streets away. Wi-fi held up well enough for a two-hour video call, which I did not expect. Slightly overpriced in season, good value outside it.",en-IN,couple,2026-03-21,rmt_bb74f599,6,0,1,2026-03-25T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_ccb8b9e4,htl_14e0ebdc,usr_157e58e7,10,Average,"The location is the whole argument for this place — we walked to the beach road twice a day. Good value for what you get. We paid less than the chain hotel two streets away. Exactly what was advertised, no more and no less.",en-IN,backpacker,2026-03-03,rmt_67af9717,6,0,1,2026-03-14T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4519040d,htl_14e0ebdc,,10,Would return,இடம் மிகவும் வசதியானது — கோயிலுக்கு நடந்தே செல்லலாம். சூடான நீர் சில நாட்கள் வரவில்லை.,ta,business,2025-09-20,rmt_67af9717,6,0,1,2025-10-01T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_6702771d,htl_14e0ebdc,usr_182a86dd,6,Noisy but central,"The location is the whole argument for this place — we walked to the beach road twice a day. The kitchen garden is genuinely lovely in the evening. The lift was out for our whole stay and we were on the fourth floor. Exactly what was advertised, no more and no less.",en-GB,couple,2026-07-19,rmt_67af9717,0,0,0.11,2026-07-29T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_c1c7c4f9,htl_14e0ebdc,usr_8e51dcb0,3,,"Hot water was inconsistent on the upper floor. Thin walls. We heard the family next door quite clearly. Exactly what was advertised, no more and no less.",en-IN,senior,2026-07-17,rmt_67af9717,0,0,-0.56,2026-07-31T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_13c8f0fd,htl_14e0ebdc,usr_57995796,8,Mixed,"The location is the whole argument for this place — we walked to the beach road twice a day. Breakfast was better than it needed to be. The puttu in particular. Would stay again, but I would ask for a room at the back.",en-IN,family,2025-06-08,rmt_c0463b3f,0,0,0.56,2025-06-13T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_cf6be995,htl_14e0ebdc,usr_265423cc,7,Would return,விலைக்கு ஏற்ற தங்குமிடம். மீண்டும் வருவேன்.,ta,friends,2026-06-04,rmt_67af9717,0,1,0.33,2026-06-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4b6fcebf,htl_14e0ebdc,usr_e99f58c3,6,Noisy but central,"कमरा साफ़ था और स्टाफ़ मददगार था। नाश्ता ठीक-ठाक था, लेकिन सड़क का शोर सुबह जल्दी शुरू हो जाता है।",hi,senior,2025-04-10,,7,0,0.11,2025-04-23T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_0fd0641a,htl_14e0ebdc,usr_bedf358a,6,,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,friends,2026-06-10,,3,0,0.11,2026-06-22T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_6e893817,htl_14e0ebdc,usr_c8de24ea,6,Great staff,"জায়গাটা দারুণ, বাজার হাঁটা পথে। গরম জলের সমস্যা ছিল দু'দিন।",bn,backpacker,2025-12-02,rmt_c0463b3f,10,0,0.11,2025-12-03T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_1a49fc63,htl_14e0ebdc,usr_e528f9b0,9,Average,"Wi-fi held up well enough for a two-hour video call, which I did not expect. The location is the whole argument for this place — we walked to the beach road twice a day. Fine for two nights, probably not for a week.",en-IN,solo,2025-12-29,rmt_c0463b3f,0,0,0.78,2026-01-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_29c40719,htl_14e0ebdc,usr_4db9e8d2,7,Mixed,"గది శుభ్రంగా ఉంది, సిబ్బంది సహాయకరంగా ఉన్నారు. అల్పాహారం సాధారణం.",te,backpacker,2025-12-20,rmt_0de7aff3,14,0,0.33,2025-12-28T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_b120af15,htl_14e0ebdc,usr_34d33978,6,Mixed,Breakfast was better than it needed to be. The idli in particular. Thin walls. We heard the family next door quite clearly. Worth it for the location alone.,en-IN,couple,2026-04-16,rmt_bb74f599,0,0,0.11,2026-04-18T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_be9660be,htl_14e0ebdc,usr_5f3244b4,7,Mixed,"గది శుభ్రంగా ఉంది, సిబ్బంది సహాయకరంగా ఉన్నారు. అల్పాహారం సాధారణం.",te,solo,2026-04-30,rmt_c0463b3f,8,0,0.33,2026-05-17T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8216e7aa,htl_14e0ebdc,usr_4db9e8d2,8,Good location,"Checked in at 6am off a delayed train and they let us in early without fuss. Exactly what was advertised, no more and no less.",en-IN,backpacker,2025-08-04,,2,0,0.56,2025-08-18T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_b50b6cfb,htl_b24e5527,usr_ff46b2fe,9,Would return,"Breakfast was better than it needed to be. The chai in particular. Would stay again, but I would ask for a room at the back.",en-IN,family,2026-02-06,rmt_ca2fad13,12,1,0.78,2026-02-11T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_05398fce,htl_b24e5527,usr_bc4a9809,3,,"The street noise starts around six and there is no getting around it. Breakfast is repetitive if you stay more than three nights. Fine for two nights, probably not for a week.",en-IN,business,2026-06-04,,4,0,-0.56,2026-06-09T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_8e4b817c,htl_b24e5527,usr_c6f0707f,9,Noisy but central,"पैसे के हिसाब से बढ़िया। दोबारा आऊँगा, पर पीछे वाला कमरा लूँगा।",hi,couple,2025-12-31,rmt_34911919,0,1,0.78,2026-01-18T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_4dfba5bc,htl_b24e5527,usr_7af1e427,9,Good location,"জায়গাটা দারুণ, বাজার হাঁটা পথে। গরম জলের সমস্যা ছিল দু'দিন।",bn,senior,2025-10-07,,0,0,0.78,2025-10-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_c4fd40bc,htl_b24e5527,usr_705b95b7,5,Average,ప్రదేశం చాలా బాగుంది. ధరకు తగిన విలువ.,te,friends,2026-04-21,,0,0,,2026-04-30T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_0b91ecd2,htl_b24e5527,usr_be1c9458,10,Noisy but central,"Checked in at 6am off a delayed train and they let us in early without fuss. Fine for two nights, probably not for a week.",en-IN,family,2025-07-01,rmt_ca2fad13,2,0,1,2025-07-08T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_28ca16ea,htl_b24e5527,usr_cb5d7788,9,Good location,ప్రదేశం చాలా బాగుంది. ధరకు తగిన విలువ.,te,backpacker,2025-07-10,rmt_34911919,0,1,0.78,2025-07-24T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_d4484552,htl_b24e5527,usr_4348c378,5,,മുറി വൃത്തിയായിരുന്നു. ജീവനക്കാർ സഹായകരമായിരുന്നു. പ്രഭാതഭക്ഷണം ശരാശരി.,ml,couple,2025-05-24,rmt_efb6138e,17,1,-0.11,2025-06-04T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_a9cc61d5,htl_b24e5527,usr_31078309,9,Good location,"Wi-fi held up well enough for a two-hour video call, which I did not expect. Fine for two nights, probably not for a week.",en-IN,business,2025-08-27,rmt_34911919,8,0,0.78,2025-09-10T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_332270b5,htl_b24e5527,usr_4f3c7fb0,6,Would return,"அறை சுத்தமாக இருந்தது, ஊழியர்கள் உதவிகரமாக இருந்தனர். காலை உணவு சராசரி.",ta,business,2026-05-17,rmt_efb6138e,17,0,0.11,2026-05-20T20:00:00+05:30,2026-08-18T10:00:00+05:30
rvw_7a8e0803,htl_b24e5527,usr_9dee989f,8,Noisy but central,"Breakfast was better than it needed to be. The filter coffee in particular. Would stay again, but I would ask for a room at the back.",en-IN,friends,2026-07-15,rmt_ca2fad13,3,1,0.56,2026-08-01T20:00:00+05:30,2026-08-18T10:00:00+05:30
